user_id,first_competency_clicked,project_created
2691,Communication,0
2692,Communication,1
2693,Critical Thinking,0
2694,Collaboration,0
2695,Creativity,1
2696,Communication,0
2697,Communication,0
2698,Collaboration,0
2699,Creativity,0
2700,Creativity,0
2701,Communication,1
2702,Creativity,0
2703,Critical Thinking,0
2704,Critical Thinking,0
2705,Creativity,0
2706,Creativity,0
2707,Critical Thinking,0
2708,Collaboration,0
2709,Critical Thinking,0
2710,Collaboration,0
2711,Creativity,0
2712,Communication,0
2713,Collaboration,0
2714,Collaboration,0
2715,Critical Thinking,0
2716,Collaboration,1
2717,Communication,0
2718,Creativity,1
2719,Creativity,0
2720,Critical Thinking,1
2721,Creativity,0
2722,Creativity,1
2723,Creativity,0
2724,Collaboration,0
2725,Collaboration,1
2726,Collaboration,0
2727,Critical Thinking,0
2728,Critical Thinking,0
2729,Critical Thinking,1
2730,Collaboration,0
2731,Communication,0
2732,Collaboration,0
2733,Critical Thinking,0
2734,Creativity,0
2735,Creativity,0
2736,Creativity,0
2737,Creativity,1
2738,Communication,0
2739,Creativity,0
2740,Critical Thinking,0
2741,Collaboration,0
2742,Critical Thinking,0
2743,Critical Thinking,0
2744,Critical Thinking,0
2745,Communication,0
2746,Creativity,0
2747,Communication,0
2748,Critical Thinking,0
2749,Creativity,0
2750,Communication,0
2751,Collaboration,0
2752,Communication,0
2753,Collaboration,0
2754,Collaboration,0
2755,Creativity,0
2756,Collaboration,0
2757,Collaboration,0
2758,Creativity,1
2759,Communication,1
2760,Critical Thinking,0
2761,Critical Thinking,0
2762,Critical Thinking,0
2763,Communication,0
2764,Collaboration,0
2765,Critical Thinking,0
2766,Creativity,0
2767,Communication,0
2768,Critical Thinking,0
2769,Communication,0
2770,Communication,0
2771,Critical Thinking,0
2772,Collaboration,0
2773,Creativity,0
2774,Collaboration,0
2775,Communication,0
2776,Collaboration,0
2777,Critical Thinking,0
2778,Critical Thinking,0
2779,Collaboration,0
2780,Critical Thinking,0
2781,Critical Thinking,0
2782,Creativity,0
2783,Creativity,1
2784,Creativity,0
2785,Creativity,1
2786,Critical Thinking,0
2787,Creativity,0
2788,Critical Thinking,1
2789,Creativity,0
2790,Creativity,0
2791,Communication,0
2792,Creativity,0
2793,Communication,0
2794,Collaboration,0
2795,Collaboration,0
2796,Communication,0
2797,Critical Thinking,1
2798,Communication,0
2799,Creativity,0
2800,Critical Thinking,0
2801,Creativity,0
2802,Creativity,0
2803,Creativity,1
2804,Creativity,0
2805,Communication,0
2806,Creativity,0
2807,Creativity,0
2808,Critical Thinking,0
2809,Collaboration,0
2810,Communication,0
2811,Critical Thinking,0
2812,Communication,0
2813,Communication,0
2814,Critical Thinking,0
2815,Communication,0
2816,Creativity,0
2817,Collaboration,0
2818,Critical Thinking,1
2819,Critical Thinking,1
2820,Collaboration,0
2821,Creativity,0
2822,Critical Thinking,0
2823,Communication,0
2824,Critical Thinking,0
2825,Collaboration,0
2826,Creativity,1
2827,Communication,1
2828,Critical Thinking,0
2829,Collaboration,0
2830,Critical Thinking,0
2831,Collaboration,0
2832,Communication,0
2833,Critical Thinking,0
2834,Collaboration,0
2835,Collaboration,0
2836,Creativity,0
2837,Creativity,0
2838,Critical Thinking,0
2839,Creativity,0
2840,Collaboration,0
2841,Collaboration,0
2842,Creativity,0
2843,Creativity,0
2844,Creativity,0
2845,Communication,0
2846,Collaboration,0
2847,Creativity,0
2848,Collaboration,0
2849,Communication,0
2850,Collaboration,0
2851,Communication,0
2852,Critical Thinking,0
2853,Critical Thinking,0
2854,Creativity,0
2855,Critical Thinking,0
2856,Communication,0
2857,Critical Thinking,0
2858,Critical Thinking,0
2859,Critical Thinking,0
2860,Critical Thinking,0
2861,Creativity,0
2862,Collaboration,0
2863,Creativity,0
2864,Communication,0
2865,Collaboration,0
2866,Communication,1
2867,Communication,0
2868,Creativity,0
2869,Collaboration,0
2870,Collaboration,0
2871,Creativity,0
2872,Creativity,0
2873,Creativity,1
2874,Collaboration,0
2875,Creativity,0
2876,Collaboration,0
2877,Collaboration,0
2878,Critical Thinking,0
2879,Communication,0
2880,Critical Thinking,0
2881,Collaboration,0
2882,Creativity,0
2883,Critical Thinking,0
2884,Critical Thinking,1
2885,Critical Thinking,0
2886,Creativity,0
2887,Communication,0
2888,Collaboration,0
2889,Creativity,0
2890,Creativity,0
2891,Collaboration,0
2892,Communication,0
2893,Creativity,0
2894,Communication,0
2895,Critical Thinking,0
2896,Creativity,1
2897,Communication,0
2898,Collaboration,0
2899,Collaboration,0
2900,Critical Thinking,1
2901,Critical Thinking,0
2902,Creativity,0
2903,Critical Thinking,0
2904,Collaboration,0
2905,Communication,0
2906,Critical Thinking,1
2907,Creativity,0
2908,Critical Thinking,0
2909,Collaboration,0
2910,Collaboration,0
2911,Critical Thinking,1
2912,Critical Thinking,0
2913,Communication,0
2914,Creativity,0
2915,Critical Thinking,0
2916,Communication,0
2917,Communication,0
2918,Creativity,0
2919,Collaboration,0
2920,Collaboration,0
2921,Collaboration,0
2922,Communication,0
2923,Creativity,0
2924,Critical Thinking,0
2925,Collaboration,1
2926,Creativity,0
2927,Creativity,1
2928,Creativity,1
2929,Creativity,0
2930,Collaboration,0
2931,Communication,0
2932,Communication,0
2933,Critical Thinking,0
2934,Communication,0
2935,Communication,0
2936,Critical Thinking,0
2937,Creativity,0
2938,Communication,0
2939,Creativity,0
2940,Critical Thinking,0
2941,Collaboration,0
2942,Communication,0
2943,Collaboration,1
2944,Communication,0
2945,Creativity,0
2946,Critical Thinking,0
2947,Communication,0
2948,Communication,0
2949,Collaboration,1
2950,Creativity,0
2951,Creativity,1
2952,Communication,0
2953,Communication,0
2954,Collaboration,0
2955,Creativity,1
2956,Communication,0
2957,Communication,0
2958,Creativity,0
2959,Collaboration,0
2960,Creativity,0
2961,Critical Thinking,0
2962,Collaboration,0
2963,Collaboration,0
2964,Creativity,0
2965,Creativity,0
2966,Communication,0
2967,Communication,0
2968,Communication,0
2969,Creativity,0
2970,Collaboration,0
2971,Collaboration,1
2972,Critical Thinking,0
2973,Creativity,0
2974,Communication,1
2975,Collaboration,0
2976,Critical Thinking,0
2977,Creativity,1
2978,Critical Thinking,0
2979,Communication,0
2980,Creativity,0
2981,Collaboration,0
2982,Critical Thinking,0
2983,Communication,0
2984,Creativity,0
2985,Communication,0
2986,Creativity,0
2987,Critical Thinking,0
2988,Communication,0
2989,Communication,0
2990,Creativity,0
2991,Critical Thinking,0
2992,Creativity,0
2993,Communication,0
2994,Collaboration,0
2995,Critical Thinking,0
2996,Creativity,0
2997,Critical Thinking,0
2998,Collaboration,0
2999,Collaboration,1
3000,Creativity,0
3001,Communication,0
3002,Creativity,0
3003,Collaboration,0
3004,Communication,1
3005,Communication,0
3006,Creativity,0
3007,Creativity,0
3008,Critical Thinking,0
3009,Communication,0
3010,Critical Thinking,0
3011,Communication,0
3012,Collaboration,0
3013,Collaboration,0
3014,Collaboration,0
3015,Communication,0
3016,Collaboration,0
3017,Communication,0
3018,Collaboration,0
3019,Critical Thinking,0
3020,Creativity,1
3021,Collaboration,0
3022,Collaboration,0
3023,Communication,0
3024,Collaboration,0
3025,Critical Thinking,0
3026,Collaboration,0
3027,Creativity,0
3028,Communication,0
3029,Communication,0
3030,Communication,0
3031,Critical Thinking,0
3032,Collaboration,0
3033,Creativity,0
3034,Critical Thinking,0
3035,Collaboration,0
3036,Collaboration,0
3037,Collaboration,0
3038,Creativity,1
3039,Critical Thinking,0
3040,Communication,1
3041,Critical Thinking,1
3042,Creativity,0
3043,Critical Thinking,0
3044,Collaboration,0
3045,Communication,0
3046,Communication,0
3047,Collaboration,0
3048,Collaboration,0
3049,Collaboration,0
3050,Collaboration,0
3051,Critical Thinking,0
3052,Collaboration,0
3053,Collaboration,1
3054,Collaboration,0
3055,Communication,0
3056,Creativity,0
3057,Communication,0
3058,Critical Thinking,0
3059,Critical Thinking,0
3060,Creativity,0
3061,Collaboration,0
3062,Critical Thinking,0
3063,Communication,1
3064,Communication,0
3065,Communication,1
3066,Collaboration,0
3067,Critical Thinking,0
3068,Creativity,0
3069,Collaboration,0
3070,Communication,0
3071,Communication,0
3072,Communication,0
3073,Collaboration,0
3074,Collaboration,0
3075,Communication,0
3076,Creativity,0
3077,Creativity,0
3078,Critical Thinking,0
3079,Critical Thinking,0
3080,Creativity,0
3081,Communication,0
3082,Creativity,0
3083,Critical Thinking,0
3084,Communication,0
3085,Communication,0
3086,Communication,0
3087,Collaboration,1
3088,Critical Thinking,0
3089,Communication,0
3090,Collaboration,0
3091,Collaboration,0
3092,Creativity,0
3093,Collaboration,0
3094,Creativity,1
3095,Critical Thinking,0
3096,Communication,1
3097,Creativity,0
3098,Critical Thinking,0
3099,Critical Thinking,0
3100,Collaboration,0
3101,Critical Thinking,0
3102,Communication,1
3103,Creativity,0
3104,Collaboration,0
3105,Collaboration,0
3106,Collaboration,0
3107,Communication,0
3108,Critical Thinking,0
3109,Communication,0
3110,Communication,0
3111,Communication,0
3112,Critical Thinking,0
3113,Communication,1
3114,Critical Thinking,0
3115,Critical Thinking,0
3116,Creativity,0
3117,Communication,0
3118,Critical Thinking,0
3119,Critical Thinking,0
3120,Critical Thinking,0
3121,Collaboration,0
3122,Critical Thinking,0
3123,Critical Thinking,0
3124,Collaboration,0
3125,Communication,0
3126,Communication,0
3127,Communication,0
3128,Critical Thinking,1
3129,Creativity,1
3130,Creativity,0
3131,Creativity,0
3132,Creativity,0
3133,Creativity,1
3134,Communication,0
3135,Critical Thinking,0
3136,Communication,0
3137,Communication,0
3138,Communication,1
3139,Communication,0
3140,Critical Thinking,0
3141,Collaboration,0
3142,Creativity,0
3143,Communication,0
3144,Communication,0
3145,Collaboration,1
3146,Collaboration,0
3147,Creativity,0
3148,Communication,1
3149,Creativity,0
3150,Collaboration,0
3151,Communication,0
3152,Critical Thinking,0
3153,Communication,0
3154,Collaboration,1
3155,Collaboration,0
3156,Communication,0
3157,Creativity,0
3158,Critical Thinking,0
3159,Creativity,0
3160,Collaboration,0
3161,Collaboration,1
3162,Critical Thinking,0
3163,Collaboration,0
3164,Communication,0
3165,Critical Thinking,0
3166,Collaboration,0
3167,Creativity,0
3168,Critical Thinking,0
3169,Creativity,0
3170,Collaboration,0
3171,Communication,0
3172,Collaboration,0
3173,Critical Thinking,0
3174,Critical Thinking,0
3175,Critical Thinking,0
3176,Critical Thinking,0
3177,Communication,0
3178,Creativity,0
3179,Creativity,0
3180,Communication,0
3181,Critical Thinking,0
3182,Collaboration,0
3183,Collaboration,0
3184,Critical Thinking,1
3185,Communication,0
3186,Communication,0
3187,Collaboration,0
3188,Collaboration,1
3189,Creativity,0
3190,Creativity,0
3191,Collaboration,0
3192,Creativity,0
3193,Creativity,0
3194,Collaboration,0
3195,Collaboration,0
3196,Communication,0
3197,Creativity,0
3198,Creativity,0
3199,Critical Thinking,0
3200,Collaboration,0
3201,Communication,0
3202,Communication,0
3203,Critical Thinking,1
3204,Creativity,0
3205,Communication,0
3206,Creativity,0
3207,Creativity,0
3208,Communication,0
3209,Collaboration,0
3210,Communication,0
3211,Critical Thinking,0
3212,Communication,0
3213,Critical Thinking,0
3214,Communication,0
3215,Critical Thinking,0
3216,Critical Thinking,0
3217,Critical Thinking,0
3218,Critical Thinking,0
3219,Communication,0
3220,Communication,0
3221,Communication,1
3222,Critical Thinking,0
3223,Critical Thinking,0
3224,Critical Thinking,1
3225,Critical Thinking,0
3226,Creativity,0
3227,Critical Thinking,0
3228,Collaboration,0
3229,Critical Thinking,0
3230,Critical Thinking,0
3231,Communication,0
3232,Communication,0
3233,Critical Thinking,0
3234,Critical Thinking,0
3235,Collaboration,0
3236,Critical Thinking,0
3237,Critical Thinking,0
3238,Creativity,0
3239,Communication,0
3240,Communication,0
3241,Collaboration,0
3242,Collaboration,0
3243,Communication,0
3244,Communication,0
3245,Communication,0
3246,Critical Thinking,0
3247,Communication,0
3248,Collaboration,0
3249,Creativity,1
3250,Communication,0
3251,Communication,1
3252,Critical Thinking,1
3253,Communication,0
3254,Critical Thinking,0
3255,Collaboration,0
3256,Critical Thinking,0
3257,Communication,0
3258,Critical Thinking,1
3259,Collaboration,0
3260,Creativity,0
3261,Critical Thinking,0
3262,Communication,0
3263,Collaboration,0
3264,Critical Thinking,0
3265,Creativity,0
3266,Critical Thinking,0
3267,Collaboration,0
3268,Communication,0
3269,Communication,0
3270,Communication,0
3271,Collaboration,0
3272,Critical Thinking,0
3273,Communication,0
3274,Communication,0
3275,Creativity,0
3276,Creativity,0
3277,Creativity,0
3278,Collaboration,0
3279,Collaboration,0
3280,Creativity,0
3281,Collaboration,0
3282,Critical Thinking,1
3283,Creativity,1
3284,Creativity,0
3285,Collaboration,0
3286,Critical Thinking,0
3287,Collaboration,0
3288,Creativity,0
3289,Creativity,0
3290,Critical Thinking,0
3291,Critical Thinking,1
3292,Creativity,0
3293,Collaboration,0
3294,Communication,0
3295,Creativity,0
3296,Critical Thinking,0
3297,Communication,0
3298,Critical Thinking,0
3299,Collaboration,0
3300,Creativity,0
3301,Collaboration,0
3302,Creativity,0
3303,Communication,0
3304,Collaboration,0
3305,Critical Thinking,0
3306,Collaboration,0
3307,Collaboration,0
3308,Critical Thinking,0
3309,Collaboration,0
3310,Collaboration,0
3311,Communication,0
3312,Communication,0
3313,Communication,0
3314,Critical Thinking,0
3315,Critical Thinking,0
3316,Communication,0
3317,Collaboration,0
3318,Critical Thinking,0
3319,Creativity,1
3320,Creativity,0
3321,Communication,0
3322,Critical Thinking,0
3323,Creativity,0
3324,Communication,0
3325,Creativity,0
3326,Creativity,0
3327,Creativity,0
3328,Communication,1
3329,Critical Thinking,0
3330,Communication,0
3331,Communication,0
3332,Communication,0
3333,Critical Thinking,0
3334,Critical Thinking,0
3335,Creativity,0
3336,Communication,0
3337,Creativity,1
3338,Creativity,0
3339,Communication,0
3340,Communication,0
3341,Creativity,0
3342,Communication,0
3343,Communication,0
3344,Critical Thinking,0
3345,Collaboration,1
3346,Communication,0
3347,Collaboration,0
3348,Critical Thinking,0
3349,Collaboration,0
3350,Critical Thinking,0
3351,Critical Thinking,0
3352,Collaboration,0
3353,Creativity,1
3354,Communication,0
3355,Critical Thinking,0
3356,Critical Thinking,0
3357,Communication,0
3358,Collaboration,0
3359,Creativity,0
3360,Communication,0
3361,Creativity,0
3362,Collaboration,0
3363,Communication,0
3364,Collaboration,0
3365,Creativity,0
3366,Communication,0
3367,Collaboration,0
3368,Collaboration,0
3369,Critical Thinking,0
3370,Communication,0
3371,Critical Thinking,0
3372,Communication,0
3373,Collaboration,0
3374,Communication,0
3375,Creativity,0
3376,Creativity,0
3377,Creativity,0
3378,Critical Thinking,0
3379,Critical Thinking,0
3380,Communication,0
3381,Collaboration,0
3382,Collaboration,0
3383,Critical Thinking,0
3384,Collaboration,0
3385,Critical Thinking,0
3386,Creativity,0
3387,Critical Thinking,1
3388,Communication,0
3389,Critical Thinking,0
3390,Communication,0
3391,Collaboration,0
3392,Creativity,0
3393,Creativity,1
3394,Collaboration,0
3395,Creativity,0
3396,Creativity,0
3397,Creativity,0
3398,Creativity,0
3399,Critical Thinking,0
3400,Communication,1
3401,Critical Thinking,0
3402,Critical Thinking,1
3403,Creativity,0
3404,Collaboration,0
3405,Communication,0
3406,Creativity,0
3407,Creativity,0
3408,Creativity,0
3409,Critical Thinking,0
3410,Critical Thinking,0
3411,Collaboration,0
3412,Critical Thinking,1
3413,Critical Thinking,0
3414,Collaboration,0
3415,Creativity,0
3416,Communication,0
3417,Collaboration,0
3418,Communication,0
3419,Critical Thinking,0
3420,Critical Thinking,0
3421,Creativity,0
3422,Communication,0
3423,Creativity,0
3424,Critical Thinking,0
3425,Creativity,0
3426,Communication,0
3427,Communication,0
3428,Communication,1
3429,Creativity,0
3430,Communication,0
3431,Communication,0
3432,Creativity,0
3433,Creativity,0
3434,Collaboration,0
3435,Communication,1
3436,Collaboration,0
3437,Critical Thinking,0
3438,Communication,0
3439,Creativity,0
3440,Creativity,0
3441,Collaboration,0
3442,Communication,0
3443,Critical Thinking,0
3444,Creativity,0
3445,Creativity,0
3446,Communication,0
3447,Creativity,0
3448,Communication,0
3449,Communication,0
3450,Critical Thinking,0
3451,Collaboration,0
3452,Communication,0
3453,Communication,0
3454,Collaboration,0
3455,Creativity,1
3456,Critical Thinking,0
3457,Communication,0
3458,Communication,0
3459,Communication,1
3460,Communication,0
3461,Collaboration,1
3462,Critical Thinking,1
3463,Communication,0
3464,Communication,0
3465,Critical Thinking,1
3466,Communication,0
3467,Collaboration,0
3468,Communication,0
3469,Creativity,0
3470,Critical Thinking,0
3471,Critical Thinking,0
3472,Creativity,0
3473,Communication,0
3474,Communication,0
3475,Creativity,1
3476,Creativity,0
3477,Creativity,0
3478,Communication,0
3479,Collaboration,0
3480,Collaboration,1
3481,Critical Thinking,0
3482,Communication,0
3483,Collaboration,1
3484,Creativity,1
3485,Communication,0
3486,Communication,0
3487,Collaboration,0
3488,Critical Thinking,0
3489,Critical Thinking,0
3490,Collaboration,0
3491,Critical Thinking,0
3492,Communication,0
3493,Creativity,0
3494,Creativity,1
3495,Communication,0
3496,Critical Thinking,1
3497,Creativity,1
3498,Creativity,0
3499,Critical Thinking,0
3500,Communication,0
3501,Collaboration,0
3502,Creativity,0
3503,Creativity,0
3504,Critical Thinking,1
3505,Creativity,0
3506,Communication,0
3507,Creativity,0
3508,Collaboration,0
3509,Creativity,1
3510,Critical Thinking,0
3511,Collaboration,0
3512,Critical Thinking,0
3513,Creativity,0
3514,Creativity,0
3515,Creativity,0
3516,Creativity,0
3517,Critical Thinking,1
3518,Collaboration,1
3519,Critical Thinking,0
3520,Critical Thinking,0
3521,Critical Thinking,0
3522,Collaboration,0
3523,Collaboration,0
3524,Critical Thinking,0
3525,Critical Thinking,0
3526,Critical Thinking,0
3527,Creativity,0
3528,Creativity,0
3529,Creativity,0
3530,Collaboration,0
3531,Collaboration,1
3532,Creativity,0
3533,Collaboration,0
3534,Collaboration,0
3535,Critical Thinking,0
3536,Critical Thinking,0
3537,Collaboration,0
3538,Collaboration,0
3539,Communication,0
3540,Critical Thinking,0
3541,Critical Thinking,0
3542,Creativity,0
3543,Critical Thinking,0
3544,Collaboration,0
3545,Creativity,0
3546,Critical Thinking,0
3547,Critical Thinking,0
3548,Collaboration,0
3549,Collaboration,0
3550,Communication,0
3551,Creativity,1
3552,Critical Thinking,0
3553,Communication,0
3554,Communication,0
3555,Critical Thinking,0
3556,Communication,0
3557,Collaboration,0
3558,Collaboration,0
3559,Critical Thinking,0
3560,Collaboration,0
3561,Collaboration,0
3562,Creativity,1
3563,Critical Thinking,0
3564,Collaboration,0
3565,Collaboration,0
3566,Communication,0
3567,Communication,1
3568,Communication,1
3569,Creativity,0
3570,Creativity,0
3571,Collaboration,0
3572,Communication,0
3573,Creativity,0
3574,Creativity,0
3575,Creativity,1
3576,Collaboration,0
3577,Critical Thinking,0
3578,Collaboration,0
3579,Communication,0
3580,Collaboration,0
3581,Collaboration,0
3582,Creativity,0
3583,Collaboration,0
3584,Creativity,0
3585,Collaboration,0
3586,Collaboration,0
3587,Collaboration,0
3588,Creativity,0
3589,Critical Thinking,0
3590,Critical Thinking,0
3591,Creativity,1
3592,Critical Thinking,0
3593,Communication,0
3594,Communication,1
3595,Collaboration,0
3596,Communication,0
3597,Critical Thinking,0
3598,Communication,0
3599,Collaboration,0
3600,Communication,0
3601,Critical Thinking,0
3602,Communication,0
3603,Critical Thinking,0
3604,Collaboration,0
3605,Critical Thinking,0
3606,Critical Thinking,0
3607,Creativity,0
3608,Collaboration,0
3609,Creativity,0
3610,Creativity,1
3611,Communication,0
3612,Critical Thinking,1
3613,Collaboration,1
3614,Creativity,0
3615,Collaboration,0
3616,Critical Thinking,1
3617,Communication,1
3618,Creativity,0
3619,Creativity,0
3620,Critical Thinking,0
3621,Communication,1
3622,Critical Thinking,0
3623,Critical Thinking,0
3624,Creativity,1
3625,Critical Thinking,0
3626,Collaboration,0
3627,Critical Thinking,0
3628,Creativity,1
3629,Creativity,0
3630,Communication,0
3631,Creativity,0
3632,Critical Thinking,0
3633,Collaboration,0
3634,Collaboration,0
3635,Critical Thinking,0
3636,Collaboration,0
3637,Creativity,0
3638,Critical Thinking,0
3639,Collaboration,0
3640,Critical Thinking,0
3641,Critical Thinking,0
3642,Creativity,0
3643,Collaboration,0
3644,Collaboration,0
3645,Creativity,0
3646,Critical Thinking,0
3647,Collaboration,0
3648,Collaboration,0
3649,Communication,0
3650,Creativity,0
3651,Creativity,0
3652,Collaboration,0
3653,Creativity,0
3654,Critical Thinking,0
3655,Critical Thinking,0
3656,Critical Thinking,0
3657,Collaboration,0
3658,Communication,0
3659,Communication,0
3660,Creativity,1
3661,Communication,0
3662,Communication,0
3663,Critical Thinking,0
3664,Critical Thinking,0
3665,Communication,0
3666,Collaboration,0
3667,Creativity,0
3668,Critical Thinking,0
3669,Critical Thinking,0
3670,Collaboration,0
3671,Critical Thinking,1
3672,Critical Thinking,0
3673,Communication,0
3674,Critical Thinking,0
3675,Communication,0
3676,Collaboration,0
3677,Critical Thinking,0
3678,Collaboration,0
3679,Creativity,0
3680,Collaboration,0
3681,Creativity,0
3682,Critical Thinking,0
3683,Creativity,0
3684,Critical Thinking,0
3685,Communication,0
3686,Communication,0
3687,Creativity,0
3688,Collaboration,0
3689,Critical Thinking,0
3690,Critical Thinking,0
3691,Creativity,0
3692,Communication,0
3693,Creativity,0
3694,Critical Thinking,0
3695,Collaboration,0
3696,Critical Thinking,0
3697,Creativity,1
3698,Communication,0
3699,Creativity,0
3700,Collaboration,0
3701,Communication,1
3702,Communication,0
3703,Collaboration,0
3704,Creativity,0
3705,Creativity,0
3706,Creativity,0
3707,Communication,0
3708,Collaboration,0
3709,Collaboration,0
3710,Creativity,0
3711,Critical Thinking,0
3712,Communication,0
3713,Communication,0
3714,Communication,0
3715,Creativity,1
3716,Collaboration,0
3717,Collaboration,0
3718,Critical Thinking,0
3719,Collaboration,0
3720,Collaboration,0
3721,Collaboration,0
3722,Creativity,0
3723,Creativity,0
3724,Critical Thinking,0
3725,Collaboration,0
3726,Creativity,0
3727,Critical Thinking,0
3728,Critical Thinking,0
3729,Critical Thinking,0
3730,Communication,0
3731,Critical Thinking,0
3732,Creativity,0
3733,Collaboration,0
3734,Communication,0
3735,Critical Thinking,0
3736,Collaboration,1
3737,Communication,0
3738,Creativity,0
3739,Creativity,0
3740,Communication,0
3741,Creativity,0
3742,Creativity,0
3743,Creativity,0
3744,Critical Thinking,0
3745,Critical Thinking,0
3746,Critical Thinking,0
3747,Communication,0
3748,Collaboration,0
3749,Collaboration,0
3750,Creativity,0
3751,Creativity,0
3752,Creativity,0
3753,Collaboration,0
3754,Communication,0
3755,Collaboration,1
3756,Critical Thinking,0
3757,Critical Thinking,0
3758,Collaboration,0
3759,Collaboration,0
3760,Creativity,0
3761,Critical Thinking,0
3762,Communication,0
3763,Communication,0
3764,Collaboration,0
3765,Collaboration,0
3766,Collaboration,0
3767,Communication,0
3768,Collaboration,0
3769,Critical Thinking,0
3770,Critical Thinking,0
3771,Communication,0
3772,Creativity,0
3773,Collaboration,0
3774,Communication,0
3775,Communication,1
3776,Creativity,0
3777,Creativity,1
3778,Communication,0
3779,Communication,0
3780,Creativity,0
3781,Collaboration,0
3782,Collaboration,0
3783,Critical Thinking,0
3784,Creativity,0
3785,Creativity,0
3786,Critical Thinking,0
3787,Communication,0
3788,Collaboration,0
3789,Critical Thinking,0
3790,Creativity,0
3791,Critical Thinking,1
3792,Critical Thinking,0
3793,Communication,0
3794,Communication,0
3795,Critical Thinking,0
3796,Communication,0
3797,Communication,0
3798,Critical Thinking,0
3799,Critical Thinking,0
3800,Communication,0
3801,Collaboration,0
3802,Creativity,0
3803,Creativity,0
3804,Creativity,1
3805,Collaboration,0
3806,Creativity,1
3807,Collaboration,0
3808,Collaboration,0
3809,Critical Thinking,0
3810,Critical Thinking,0
3811,Communication,0
3812,Collaboration,0
3813,Critical Thinking,0
3814,Communication,0
3815,Collaboration,0
3816,Communication,0
3817,Collaboration,0
3818,Creativity,0
3819,Creativity,0
3820,Collaboration,0
3821,Collaboration,0
3822,Collaboration,1
3823,Creativity,0
3824,Collaboration,0
3825,Critical Thinking,0
3826,Critical Thinking,0
3827,Collaboration,0
3828,Collaboration,0
3829,Creativity,0
3830,Critical Thinking,0
3831,Collaboration,0
3832,Creativity,0
3833,Creativity,0
3834,Collaboration,0
3835,Collaboration,1
3836,Collaboration,0
3837,Creativity,0
3838,Critical Thinking,0
3839,Creativity,1
3840,Communication,0
3841,Communication,0
3842,Critical Thinking,0
3843,Collaboration,0
3844,Collaboration,0
3845,Critical Thinking,0
3846,Communication,0
3847,Creativity,1
3848,Communication,0
3849,Communication,0
3850,Critical Thinking,0
3851,Collaboration,1
3852,Critical Thinking,0
3853,Communication,0
3854,Creativity,0
3855,Communication,0
3856,Critical Thinking,0
3857,Collaboration,0
3858,Communication,0
3859,Collaboration,0
3860,Creativity,0
3861,Creativity,0
3862,Communication,0
3863,Collaboration,0
3864,Collaboration,0
3865,Critical Thinking,0
3866,Collaboration,0
3867,Collaboration,0
3868,Communication,0
3869,Communication,0
3870,Critical Thinking,0
3871,Collaboration,1
3872,Critical Thinking,0
3873,Critical Thinking,0
3874,Creativity,0
3875,Critical Thinking,1
3876,Collaboration,0
3877,Critical Thinking,0
3878,Creativity,0
3879,Communication,0
3880,Critical Thinking,0
3881,Communication,0
3882,Communication,0
3883,Creativity,0
3884,Critical Thinking,0
3885,Creativity,0
3886,Creativity,0
3887,Creativity,0
3888,Communication,0
3889,Communication,0
3890,Collaboration,0
3891,Creativity,0
3892,Communication,0
3893,Communication,1
3894,Collaboration,0
3895,Communication,0
3896,Creativity,0
3897,Critical Thinking,0
3898,Creativity,0
3899,Communication,0
3900,Creativity,1
3901,Collaboration,0
3902,Collaboration,1
3903,Creativity,0
3904,Collaboration,0
3905,Creativity,0
3906,Collaboration,0
3907,Communication,0
3908,Collaboration,0
3909,Communication,0
3910,Collaboration,1
3911,Critical Thinking,0
3912,Collaboration,0
3913,Critical Thinking,0
3914,Creativity,0
3915,Creativity,0
3916,Collaboration,0
3917,Communication,0
3918,Collaboration,0
3919,Communication,0
3920,Creativity,0
3921,Creativity,0
3922,Collaboration,0
3923,Creativity,0
3924,Collaboration,0
3925,Creativity,0
3926,Critical Thinking,0
3927,Communication,0
3928,Communication,0
3929,Communication,0
3930,Critical Thinking,1
3931,Creativity,0
3932,Critical Thinking,0
3933,Communication,0
3934,Critical Thinking,0
3935,Collaboration,0
3936,Communication,0
3937,Collaboration,0
3938,Critical Thinking,1
3939,Critical Thinking,0
3940,Collaboration,0
3941,Creativity,0
3942,Creativity,0
3943,Critical Thinking,0
3944,Collaboration,1
3945,Critical Thinking,0
3946,Critical Thinking,0
3947,Communication,0
3948,Communication,1
3949,Critical Thinking,0
3950,Critical Thinking,0
3951,Critical Thinking,0
3952,Creativity,0
3953,Creativity,0
3954,Critical Thinking,0
3955,Critical Thinking,0
3956,Creativity,0
3957,Creativity,0
3958,Collaboration,0
3959,Critical Thinking,0
3960,Critical Thinking,0
3961,Communication,0
3962,Collaboration,0
3963,Critical Thinking,0
3964,Communication,0
3965,Critical Thinking,0
3966,Creativity,0
3967,Collaboration,0
3968,Critical Thinking,0
3969,Communication,0
3970,Collaboration,0
3971,Creativity,0
3972,Communication,0
3973,Collaboration,0
3974,Communication,0
3975,Collaboration,0
3976,Creativity,0
3977,Collaboration,0
3978,Communication,0
3979,Critical Thinking,0
3980,Collaboration,0
3981,Creativity,0
3982,Creativity,0
3983,Critical Thinking,0
3984,Critical Thinking,0
3985,Creativity,0
3986,Creativity,0
3987,Critical Thinking,0
3988,Collaboration,1
